gembase_name	#assembly_accession	refseq_category	taxid	species_taxid	organism_name	tax_id	genus_from_sp	order	family	order_id	family_id	lineage
GAMA.0723.00806	GCF_019049625.1	representative genome	2816250	2816250	Rahnella ecdela	2816250	Rahnella	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 34037, 2816250]
GAMA.0723.00843	GCF_002858715.1	representative genome	2060068	2060068	Chimaeribacter coloradensis	2060068	Chimaeribacter	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 2716544, 2060068]
GAMA.0723.00861	GCF_902170405.1	representative genome	2890318	2890318	Yersinia vastinensis	2890318	Yersinia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 629, 2890318]
GAMA.0723.00877	GCF_001640365.1	representative genome	57911	57911	Candidatus Arsenophonus triatominarum	57911	Arsenophonus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 637, 57911]
GAMA.0723.00878	GCF_943590815.1	representative genome	2488306	2488306	Pseudocitrobacter vendiensis	2488306	Pseudocitrobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 1504576, 2488306]
GAMA.0723.00880	GCF_000803215.1	representative genome	2558042	2558042	Pectobacterium fontis	2558042	Pectobacterium	Enterobacterales	Pectobacteriaceae	91347	1903410	[1, 131567, 2, 1224, 1236, 91347, 1903410, 122277, 2558042]
GAMA.0723.00884	GCF_001682915.1	representative genome	73098	73098	Kluyvera georgiana	73098	Kluyvera	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 579, 73098]
GAMA.0723.00886	GCF_014218705.1	representative genome	2725494	2725494	Kluyvera sichuanensis	2725494	Kluyvera	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 579, 2725494]
GAMA.0723.00889	GCF_002095475.1	representative genome	1076550	1076550	Pantoea rwandensis	1076550	Pantoea	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 1076550]
GAMA.0723.00894	GCF_003602095.1	representative genome	1510574	1510574	Rahnella woolbedingensis	1510574	Rahnella	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 34037, 1510574]
GAMA.0723.00896	GCF_019049695.1	representative genome	2816244	2816244	Rahnella perminowiae	2816244	Rahnella	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 34037, 2816244]
GAMA.0723.00903	GCF_013403315.1	representative genome	472694	472694	Pantoea brenneri	472694	Pantoea	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 472694]
GAMA.0723.00904	GCF_000590885.1	representative genome	69222	69222	Erwinia mallotivora	69222	Erwinia	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 551, 69222]
GAMA.0723.00927	GCF_000980985.1	representative genome	82983	82983	Obesumbacterium proteus	82983	Obesumbacterium	Enterobacterales	Hafniaceae	91347	1903412	[1, 131567, 2, 1224, 1236, 91347, 1903412, 82982, 82983]
GAMA.0723.00944	GCF_003601925.1	representative genome	82991	82991	Buttiauxella izardii	82991	Buttiauxella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 82976, 82991]
GAMA.0723.00949	GCF_000439895.1	representative genome	1005995	82987	Tatumella ptyseos ATCC 33301	1005995	Tatumella	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 82986, 82987, 1005995]
GAMA.0723.00953	GCF_000773975.1	representative genome	371042	371042	Erwinia typographi	371042	Erwinia	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 551, 371042]
GAMA.0723.00971	GCF_003666245.1	representative genome	71656	71656	Brenneria alni	71656	Brenneria	Enterobacterales	Pectobacteriaceae	91347	1903410	[1, 131567, 2, 1224, 1236, 91347, 1903410, 71655, 71656]
GAMA.0723.00977	GCF_002111585.1	representative genome	1082703	1082703	Lonsdalea iberica	1082703	Lonsdalea	Enterobacterales	Pectobacteriaceae	91347	1903410	[1, 131567, 2, 1224, 1236, 91347, 1903410, 1082702, 1082703]
GAMA.0723.00993	GCF_016415625.1	representative genome	570012	570012	Shimwellia pseudoproteus	570012	Shimwellia	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 1335483, 570012]
GAMA.0723.01008	GCF_025384885.1	representative genome	768034	768034	Photorhabdus kleinii	768034	Photorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 29487, 768034]
GAMA.0723.01009	GCF_002095315.1	representative genome	472705	472705	Pantoea conspicua	472705	Pantoea	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 472705]
GAMA.0723.01010	GCF_002290485.1	representative genome	621	621	Shigella boydii	621	Shigella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 620, 621]
GAMA.0723.01015	GCF_002968995.1	representative genome	2918802	2918802	Photorhabdus hindustanensis	2918802	Photorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 29487, 2918802]
GAMA.0723.01020	GCF_000734965.1	representative genome	1005994	158852	Trabulsiella guamensis ATCC 49490	1005994	Trabulsiella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 158851, 158852, 1005994]
GAMA.0723.01023	GCF_003818135.1	representative genome	82993	82993	Buttiauxella warmboldiae	82993	Buttiauxella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 82976, 82993]
GAMA.0723.01036	GCF_002095485.1	representative genome	1076551	1076551	Pantoea wallisii	1076551	Pantoea	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 1076551]
GAMA.0723.01037	GCF_000722995.1	representative genome	1393735	574560	Photorhabdus temperata subsp. temperata Meg1	1393735	Photorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 29487, 574560, 171441, 1393735]
GAMA.0723.01040	GCF_000612035.1	representative genome	2805098	2805098	Photorhabdus aegyptia	2805098	Photorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 29487, 2805098]
GAMA.0723.01043	GCF_001280945.1	representative genome	880156	880156	Photorhabdus heterorhabditis	880156	Photorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 29487, 880156]
GAMA.0723.01052	GCF_000770305.1	representative genome	796334	796334	Erwinia oleae	796334	Erwinia	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 551, 796334]
GAMA.0723.01053	GCF_025384895.1	representative genome	230088	230088	Photorhabdus kayaii	230088	Photorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 29487, 230088]
GAMA.0123.01286	GCF_000518745.1	na	1336237	86187	Phaseolibacter flectens ATCC 12775	1336237	Phaseolibacter	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 1297562, 86187, 1336237]
